Sentence	Firmware	Installation	Performance	Usability	Support	Sentiment
"I also have an Airport Express that works very well, but I like to take it with me when I travel and dont want to leave my husband netless when I go."	0	0	0	0	0	0
"I decided to try this Linksys router, and I went for the N version so I could enjoy speedy wireless."	0	0	0	0	0	0
"I started installation manually, without the supplied disk."	0	0	0	0	0	0
I figured it was Windows I only.	0	0	0	0	0	0
"But when I mounted it, lo and behold, there was a MACINTOSH APPLICATION on it!"	0	0	0	0	0	0
"The setup application worked great, generated a secure network key for me and got everything configured quickly and easily."	0	0	0	0	0	0
Then I check my speeds.	0	0	0	0	0	0
My ethernet-connected computer logged 2.7 mbps.	0	0	0	0	0	0
My laptop logged 2.7 mbps when connecting via the Airport Express.	0	0	0	0	0	0
"Sadly, the Linksys wireless was only giving me 1 mbps or less."	0	0	0	0	0	0
"After checking all of the documentation and visiting the web site (which is frankly quite weak), I called for tech support."	0	0	0	0	0	0
The tech I spoke to initially said the device was working properly.	0	0	0	0	0	0
"When I said I thought I should return the unit, he recommended trying a firmware upgrade."	0	0	0	0	0	0
"I did it, rebooted, and the speed I wanted was then available."	0	0	0	0	0	0
The Slingbox works beautifully now too.	0	0	0	0	0	0
"So it took a little work, but in the end, the device is doing what I bought it to do."	0	0	0	0	0	0
"The connection with my wireless stuff like laptops, printers, etc, doesnt work like 8 times per day is just like no connection at all, any of my computers do not recognize my router, so after several minutes the signal come back (no fun at all), so I call linksys support and under my warranty I have to pay $9.99 to get help, so I paid and they send kind of signal to my router to get fix and works"	0	0	0	0	0	0
"This is the worst part: my warranty expired 2 weeks later, and my router stop working again, so I call Linksys and this is what I get: I have to pay $29.99 for 24 hours of warranty to get help from them."	0	0	0	0	0	0
What you think?	0	0	0	0	0	0
WOW this is a very easy way to take your money.	0	0	0	0	0	0
"I dont know how is work the signal to fix my router, but maybe they can use the signal to create conflict in your router and guess what?"	0	0	0	0	0	0
you have to pay to fix that	0	0	0	0	0	0
I never ever go with linksys again in my life	0	0	0	0	0	0
"During the first 2 weeks of use, I had to reformat the WRT160N wireless router on two different occasions."	0	0	0	0	0	0
"It will unexpectedly drop Internet connectivity, leaving only the local connection."	0	0	0	0	0	0
"After changing a few settings, you will lose the network connection altogether."	0	0	0	0	0	0
"Reformatting the router and reinstalling the software took care of the issue for a few days, but this process takes upwards of one hour to complete"	0	0	0	0	0	0
"Last night, I contacted Linksys Technical Support for help on the issue."	0	0	0	0	0	0
"Their reps were very helpful and helped me again reformat the router, update the firmware (my router has Version 3 hardware), and adjust the settings on the router."	0	0	0	0	0	0
"After speaking with 3 different tech support reps over a period of 4.5 hours, it appeared my issues were resolved and my wireless network was working"	0	0	0	0	0	0
"However, after turning on my computer today, I have found that while I am connected to the network, I again do not have Internet connectivity."	0	0	0	0	0	0
"This has become extremely frustrating, and at this point, I will be boxing up the router and returning it."	0	0	0	0	0	0
Linksys tech support was horrible.	0	0	0	0	0	0
Router would not connect wirelessly.	0	0	0	0	0	0
"After over an hour on the phone, the firmware would not update."	0	0	0	0	0	0
They told me to return it to the store!	0	0	0	0	0	0
REALLY!!!!	0	0	0	0	0	0
I will not be buying another Lynksys	0	0	0	0	0	0
"Admittedly, my needs are simple"	0	0	0	0	0	0
Bought this to use with the Linksys gaming device WET610N to access netflix movies on my Blu ray player.	0	0	0	0	0	0
Did not have wireless service previously.	0	0	0	0	0	0
Connected to my Comcast cable modem.	0	0	0	0	0	0
Kept my PC on ethernet.	0	0	0	0	0	0
Followed instructions on supplied cd.	0	0	0	0	0	0
Worked immediately!	0	0	0	0	0	0
"Was watching netflix movies within an hour, including time it took me to configure gaming device."	0	0	0	0	0	0
"Was delivered three days after ordering, using standard free shipping"	0	0	0	0	0	0
I know others were disappointed in the release version that they received.	0	0	0	0	0	0
"Mine is version 3.One area that could be improved, is that I have my PC connected via ethernet cable to this router, becasue of my physical setup."	0	0	0	0	0	0
"If I turn my router off, I lose my PC connection."	0	0	0	0	0	0
"I understand why this is (I think), I just dont like it."	0	0	0	0	0	0
I have version 3 and the latest firmware installed.	0	0	0	0	0	0
But it seems like the router has some problems with the DNS.	0	0	0	0	0	0
Sometime it redirected a site to an IP belong to Akamai Technologies and caused the Invalid URL error.	0	0	0	0	0	0
"All the computer in the network had the same error when going to the site that got redirected, not just one computer."	0	0	0	0	0	0
Only rebooting the router will fix the problem.	0	0	0	0	0	0
I did a search on the web and other people are having the same problem too.	0	0	0	0	0	0
"When I tried to ping a site that displays the invalid URL error, it returned the IP 96.17.107.17, which is not the IP of the site."	0	0	0	0	0	0
I did a whois and that IP belonged to Akamai Technologies.	0	0	0	0	0	0
I opened that IP with a browser and it displayed that same Invalid URL error.	0	0	0	0	0	0
Somehow the router redirected a sites IP to an IP belonged to Akamai Technologies.	0	0	0	0	0	0
The wireless connection dropped once in a while too.	0	0	0	0	0	0
My old Linksys router worked much better than this one.	0	0	0	0	0	0
Im going to return it and never buy a Linksys router again.	0	0	0	0	0	0
The setup program on the CD would not work.	0	0	0	0	0	0
I then had the worst tech support experience in my life!	0	0	0	0	0	0
First I paid $9 for the support which did not work.	0	0	0	0	0	0
Then I started doing everthing I was told to do.	0	0	0	0	0	0
When nothing helped the tech disconnected me!	0	0	0	0	0	0
"I assumed that was just an accident, but when it happened with the second tech I woke up."	0	0	0	0	0	0
The third tech concluded the router was defective and gave me the Customer Service number.	0	0	0	0	0	0
That menu leads right back to tech service and a fourth person.	0	0	0	0	0	0
All told I spent over 10 hours jumping through hoops and by that time I didnt even have the internet connection I started with.	0	0	0	0	0	0
The fourth rech did all the same things that didnt work before.	0	0	0	0	0	0
I had asked for a supervisor but was stonewalled for quite some time until I lost my temper.	0	0	0	0	0	0
The supervisor told me I could get a new product by paying $9.99 and the postage to return the DEFECTIVE router.	0	0	0	0	0	0
All in all a miserable experience.	0	0	0	0	0	0
Dont do it.	0	0	0	0	0	0
I went from a Linksys G router that was working fine (other than range)to a new Linksys N router to try to cover a tought reception area of my house.	0	0	0	0	0	0
"Bottom line:  things improved slightly, but not as much as I anticipated (hoped)."	0	0	0	0	0	0
"On the positive side, setup was very smooth."	0	0	0	0	0	0
Router installations have come a long way in the past few years.	0	0	0	0	0	0
works well- with rare breakageshad trouble setting up with limited guidance in-box.	0	0	0	0	0	0
But pleasure using it after that	0	0	0	0	0	0
Purchased this product to share an internet connection with another computer in the household.	0	0	0	0	0	0
"Very satisfied with the range of the product, and also the features and quality."	0	0	0	0	0	0
"Had to get on help from the website to properly install, but they were very helpful."	0	0	0	0	0	0
"I would recommend this product to anyone, and the online help is good also."	0	0	0	0	0	0
"Picked up one of these at Best Buy tonight, a version 3, according to the sticker on the bottom of it."	0	0	0	0	0	0
"Using wireless, when I had it in the same room as my desktop with a wireless NIC, I would get 54mbit connection, but it took the pages of its config (accessed through a browser) forever to load, sometimes timing out altogether"	0	0	0	0	0	0
"When I finally got it totally setup and moved it 2 rooms away (to where my cable drop is), most of the time Windows would time out before it could get connected, and when it did connect, my connection dropped to 12mbit"	0	0	0	0	0	0
This thing needs some external antennas and a swift kick in the ass to get moving.	0	0	0	0	0	0
Do not buy.	0	0	0	0	0	0
"Easy to setup, easy to use and good software that comes with it, but the connections keep dropping if more than one computer is connected over wifi."	0	0	0	0	0	0
I purchased this wireless router since I have had good experience with LinkSys product.	0	0	0	0	0	0
"And as it turned out, the setup was easy enough for me to understand and it has been pretty reliable so far."	0	0	0	0	0	0
I have no complaints on anything.	0	0	0	0	0	0
Security feature is great too.	0	0	0	0	0	0
Id highly recommend for anyone who wants to upgrade their router.	0	0	0	0	0	0
"this router was great for 9 months, never dropped connection all that time, never had to reset.....it reached two floors, all corners of our house and guest house out back."	0	0	0	0	0	0
"forget the included cd, you can just use the web interface to configure from any computer."	0	0	0	0	0	0
"I had it working with macs, vista, linux using Belkin pcmcia(atheros), intel 2200,rt2870."	0	0	0	0	0	0
"had v2, did not buy here."	0	0	0	0	0	0
was having difficulty I think with ivp6 under linux so i figured i would upgrade firmware as there was a new version.	0	0	0	0	0	0
tried to upgrade via web interface and ethernet connected to xp machine and halfway thru that the router dropped the connection.	0	0	0	0	0	0
"resetting, etc., would not revive it."	0	0	0	0	0	0
"no longer will router assign ip at all, apparently is bricked."	0	0	0	0	0	0
"what stinks is that I didnt do anything wrong, will try warranty i guess."	0	0	0	0	0	0
had to break out my old walmart Belkin n-mimo.	0	0	0	0	0	0
watch out upgrading firmware.	0	0	0	0	0	0
"now reading that maybe should have downgraded,not upgraded the firmware."	0	0	0	0	0	0
"oh well..my Belkin is resolving dns just great, stuff loads instantly, unlike the linksys."	0	0	0	0	0	0
"If you have a PC this router is great, but if you use mac stay away."	0	0	0	0	0	0
Cisco trys to market this product to Mac and while it might work there are no solutions to the problem.	0	0	0	0	0	0
It still would timeout while trying to connect.	0	0	0	0	0	0
Beware mac users	0	0	0	0	0	0
"Executive summary: after initial installation, intermittent network drops, slow speed."	0	0	0	0	0	0
Call to tech support resolved it	0	0	0	0	0	0
I order the Linksys WRT160N wireless router from Amazon and used the free shipping option.	0	0	0	0	0	0
I received the router sooner than originally estimated which was nice.	0	0	0	0	0	0
The router is version 3 connected to Comcast cable modem	0	0	0	0	0	0
"My Computers/Wireless Devices:HP laptop with Windows 7 and built-in wireless, Dell desktop computer with Windows XP Home (has Netgear  wireless adapter), Apple iPod Touch, Apple Airport Express for streaming music from iTunes to home audio equipment, Brother wireless laser printer, Apple MacBook"	0	0	0	0	0	0
Installation:Performed installation from laptop running Windows 7.	0	0	0	0	0	0
"There really isnt much to the installation, very few user choices, just security mode,  encryption, pass phrase and SSID name, ."	0	0	0	0	0	0
