Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,
263,XX,B005O55U2Y,5,0,0,7-May-13,A1QWVSGD0JU394,This printer surprised us,"This Pro 8600 is really impressing us.  It responds quickly, prints automatically, also quickly.  Scan and copy  both have previews that allow manual adjustments.  I have printed from my i-Phone, and pad also.  Printed six or seven color photos too, they were beautiful  8x10.  Very nice machineBut..... when are they going to make one  (or an App)  that allows them to fax through our cell phones.  This printer can fax, but I don't have a land line.",
264,XX,B005O55U2Y,4,0,0,5-May-13,A1EYCU5QN0B8QI,Wireless,"We finally got a wireless printer! Works great, only thing is that it is a SLOW printer. I thought it would print a lot faster, but no such luck.",
265,XX,B005O55U2Y,3,2,2,3-May-13,AVUI08UIG0NV4,Fax stopped working,"I bought this machine about six weeks ago and it worked pretty well until a few days ago, then the fax component stopped. Dealing with the HP tech support was an absolute nightmare with repeated calls and each new tech making you go through the same maddening checklist. FINALLY got someone who knew what they were doing and they will replace it because of some modem malfunction in the fax part. I even had to pay for the phone company to come out and check the line (which is a dedicated line specifically for the fax) even though I insisted that we plugged in my regular phone and it worked perfectly. It was still under warranty but I will only get a 'refurbished' replacement that they said 'should work like new.' The phone guy said not to plug the phone line from the machine back into the line because it might damage the line. However, the tech and tech supervisors refused to replace the machine until they performed the exact steps the prior techs performed and said they were sorry but could not pay for another service call as well. What a joke!!!!! Two service calls equals the price of a new machine and now I get a 'refurbished' machine for all of my expense and trouble. I hope this is only a fluke thing, but you should be aware of how hard it is to deal with tech support with issues with your machine.",
266,XX,B005O55U2Y,5,0,0,3-May-13,A2O1TD8KCNYANQ,Great printer!,"I have used many different HP printers and this has exceeded all the others thus far.  I really like the onscreen touchpad and the ease of use.  It has the capability of double-siding, which is pretty cool.  One thing that may be a downside is the cost of ink.  Will have to see how this weighs out with my older HP's.  It came with a trial pack, and so far I've printed off a ream of paper (500 pages)... and I also use the fast or draft mode to save on ink too.  I also like the wireless option with my various computers on the network.  And you can print from your smart phone.  So, a pretty decent printer!",
267,XX,B005O55U2Y,5,0,0,3-May-13,A2U8BSG045BUEQ,First wireless printer...I love that capability,I have had dozens of printers over the years but never a wireless one. This printer is great. Very easy to set up and it prints very fast with very good quality. It also is very reasonable on the ink needed for it's printing jobs for the cost seems much lower to print/job than many other printers I have had.It is a bit bigger than some of the others but I will live with this for all the great wireless printing it gives me. .,
268,XX,B005O55U2Y,5,0,0,2-May-13,A3H51Q3PBQGYOZ,Great home office multifunction.,I bought this for my home office and it is great.  Set up was easy as long as you follow the instructions.  I lost connectivity twice and resolved it by cycling the power on my wireless router or on the printer.  Otherwise it meets all of the requirements I had for a multifunction in my home office.,
269,XX,B005O55U2Y,5,0,0,29-Apr-13,A3UBLPQY12JUMZ,Awesome Multi-tasker!,"I had heard some cautionary remarks about HP and how they weren't that easy to set up and use and that it was becoming an older model. A great price, what the printer said it could do, and some positive review research made me decide to give it a go.  I am very happy I did!  I easily set it up for wireless printing for my PC, iPad and Windows Surface table PC. Hard wired printing is faster, and another option. Being able to fax, scan and copy are great. The auxiliary USB and SDHC ports are very useful.  The ink has lasted very well, and replacement ink is the cheapest of all the major brands.  I wouldn't hesitate to purchase it again or recommend it!",
270,XX,B005O55U2Y,5,0,0,29-Apr-13,A2UE46BS06V9F0,Great Results,"I found the printer to work exceptionally well and believe this was a good purchase for the price.  It is not the fastest printer out there, but the quality of print is very good.",
271,XX,B005O55U2Y,1,5,6,28-Apr-13,A29Y9LM1AD7S4I,My last HP Product,This is the absolute worst printer that I have ever owned.  It has had serious paper feed problems from day 1.  I will never another HP product.,
272,XX,B005O55U2Y,5,0,0,23-Apr-13,A1TSWHBT93GN1T,Super Product,Came as promised.  This is a fantastic product for this price.  Don't wait any longer purchase yours today.5 + Stars for me!,
273,XX,B005O55U2Y,4,0,0,20-Apr-13,A3J45LA04HCECD,Great multifunction printer,"Fast printing, quality is OK but not as great as with my DeskJet 5740, but good enough. Large individual cartridges.Definitely one of my favorite functionality is Scan-to-email and Print-to-email. No need to install the full HP software suite on your computer to benefit from the scanning function; all you need is a ISP-provided email account, and you will use their SMTP server to email to yourself documents that you scan, just like you would on a $15,000 copier.Touch screen is nice, not the fastest, but functional enough to use for regular tasks.WiFi setup can be troublesome, but most of the time, manually entering the SSID instead of selecting it from the list solves the problem.Hefty size, but considering it is wireless, you don't need to have it right next to your computer.",
274,XX,B005O55U2Y,1,1,1,17-Apr-13,A2AX8DFXITVYEG,Missing Power Cord!!!,"Paid for one day shipping because I desperately needed a new printer and when it arrived there was no power cord!  Now I'm going to have to jump through hoops and wait forever to remedy this issue.  I will update this review, after the drama ensues.",
275,XX,B005O55U2Y,5,0,0,17-Apr-13,AFVT8Q1RRDXS0,Office Jet Pro 8600,This compact all in one is a great machine.  It is sturdy and its size is perfect for the office.  I highly recommend it.,
276,XX,B005O55U2Y,1,2,2,15-Apr-13,A3IIVS5PPJW3QA,Piece of crap....suddenly craps out and all lights flash,"Began having connection issues after 6 mos. Suddenly shows and error and all lights flash. Tried resetting, changed modems, changed wireless settings. Very expensive piece of crap. I researched with Consumer Reports, amazon, ebay, ect. and this printer got high ratings. I am VERY disappointed. Guess i'll skip the reviews for the replacement and toss the dice. Don't waste your money.",
277,XX,B005O55U2Y,5,0,0,12-Apr-13,AE6P7BUPE54IG,GOOD PRODUCT,It is a very impressive printer.....a few less options would be desireable but overall a nice unit with excellent print quality.,
